,N,k1,k2,theta,intercept,coefs,accuracy,auroc,aupr,process_time,wall_time,size_G,size_H,avg_G,avg_H,avg_R_G,avg_R_H
851,1000,30.0,15.0,0.1,0.0,13.761320030138736,0.6104833647206529,0.49635084727372436,0.6685382454572716,0.11371530500002791,0.11371660232543945,14246.0,7037.0,28.492,14.074,41.15,39.648
852,1000,30.0,15.0,0.2,0.0,9.76382404273061,0.642065550577694,0.49283468932591745,0.6634475602861942,0.11462777999997797,0.11462855339050293,14246.0,7037.0,28.492,14.074,39.74,36.754
853,1000,30.0,15.0,0.30000000000000004,0.0,6.673494741204998,0.6537223340040241,0.4847085444651056,0.6547336913329492,0.11225528699998222,0.11225652694702148,14246.0,7037.0,28.492,14.074,38.396,33.99
854,1000,30.0,15.0,0.4,0.0,4.645546941449846,0.6661635020258997,0.4882408674702367,0.6541615064631597,0.10973742599998104,0.10973834991455078,14246.0,7037.0,28.492,14.074,36.822,30.918
855,1000,30.0,15.0,0.5,0.0,3.539778646843197,0.673827760134504,0.4842753096642276,0.6545047086398285,0.10978531199998542,0.1097862720489502,14246.0,7037.0,28.492,14.074,35.454,28.524
856,1000,30.0,15.0,0.6000000000000001,0.0,2.749565156333792,0.6702327768633906,0.4846237974412462,0.6464405409819112,0.13961365099999057,0.13961482048034668,14246.0,7037.0,28.492,14.074,34.1,25.478
857,1000,30.0,15.0,0.7000000000000001,0.0,2.2336989224562336,0.6763479066893249,0.4605567978752517,0.6342156408644136,0.13294263199998113,0.13294363021850586,14246.0,7037.0,28.492,14.074,32.682,22.83
858,1000,30.0,15.0,0.8,0.0,1.8067662963687028,0.6744454713493531,0.4801276286078508,0.6366059087717898,0.1612995169999749,0.1613006591796875,14246.0,7037.0,28.492,14.074,31.31,19.912
859,1000,30.0,15.0,0.9,0.0,1.4995951548221322,0.6643291257597008,0.45894434758761193,0.608440658329948,0.1265848719999667,0.1265857219696045,14246.0,7037.0,28.492,14.074,29.93,16.914
860,1000,30.0,15.0,,,,,,,,,,,,,,
861,1000,30.0,15.0,0.1,0.0,13.602723611517225,0.6194709221377316,0.48343876179761425,0.6832323930384684,0.11335692000000108,0.1133580207824707,14326.0,6470.0,28.652,12.94,40.218,38.722
862,1000,30.0,15.0,0.2,0.0,10.015076271937613,0.6668869795109055,0.47357418816173136,0.6716397296941297,0.11141425100004199,0.11141586303710938,14326.0,6470.0,28.652,12.94,39.03,35.848
863,1000,30.0,15.0,0.30000000000000004,0.0,6.574564612694535,0.6789854084276558,0.4658788256903107,0.6627989734933014,0.10764652599999636,0.10764789581298828,14326.0,6470.0,28.652,12.94,37.87,33.054
864,1000,30.0,15.0,0.4,0.0,4.557569038184682,0.6907017825598202,0.4634947374722904,0.6610934251878962,0.10422175799999422,0.10422253608703613,14326.0,6470.0,28.652,12.94,36.33,30.17
865,1000,30.0,15.0,0.5,0.0,3.4892146317991606,0.6864875166761959,0.4517984308469213,0.6495276664872431,0.11098851700000978,0.11098957061767578,14326.0,6470.0,28.652,12.94,35.21,27.37
866,1000,30.0,15.0,0.6000000000000001,0.0,2.681156330387297,0.685952380952381,0.4547901823718067,0.6412433681669207,0.13004768199999717,0.1300487518310547,14326.0,6470.0,28.652,12.94,33.926,24.466
867,1000,30.0,15.0,0.7000000000000001,0.0,2.159092115645813,0.6888072808558199,0.4365837420404191,0.6295704712701267,0.1271052710000049,0.1271066665649414,14326.0,6470.0,28.652,12.94,32.544,21.574
868,1000,30.0,15.0,0.8,0.0,1.7565386613211054,0.6945454545454546,0.43112579295825365,0.6279703564803158,0.12568999199999098,0.12569093704223633,14326.0,6470.0,28.652,12.94,31.172,18.67
869,1000,30.0,15.0,0.9,0.0,1.4799475412958796,0.6885090218423552,0.4314644659377628,0.6165504310009523,0.15922439399997756,0.1592252254486084,14326.0,6470.0,28.652,12.94,29.964,15.84
870,1000,30.0,15.0,,,,,,,,,,,,,,
871,1000,30.0,15.0,0.1,0.0,13.852690120770973,0.6278141465751237,0.49816176769025455,0.6864157543572389,0.11637027199998329,0.11637163162231445,14265.0,6587.0,28.53,13.174,40.426,38.856
872,1000,30.0,15.0,0.2,0.0,10.594941728098277,0.6539769675994987,0.4836135221893999,0.6737757253448302,0.11071822799999609,0.11071968078613281,14265.0,6587.0,28.53,13.174,39.09,36.132
