,theta,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
120,0.02,7.0493402,7.4097567,"(60, 38)",0,1,False,0.5124633,0.5891412
121,0.02,8.236263,8.633303,"(31, 38)",0,1,False,0.5117679,0.59797615
122,0.02,7.983864,9.039372,"(31, 12)",0,1,False,0.531002,0.7418313
123,0.02,7.3087907,7.7933664,"(88, 12)",0,1,False,0.51604325,0.61882776
124,0.02,7.394433,7.7806816,"(88, 35)",0,1,False,0.51272637,0.5953793
125,0.02,5.6702805,6.7288933,"(35, 13)",0,1,False,0.54268885,0.7424254
126,0.02,5.305224,5.6266313,"(13, 34)",0,1,False,0.5147005,0.5796672
127,0.02,6.7716312,7.0285625,"(34, 33)",1,1,True,0.509309,0.56388175
128,0.02,7.544432,7.6316385,"(33, 53)",0,1,False,0.5028731,0.52178776
129,0.02,8.539871,8.279895,"(53, 39)",0,0,True,0.4922717,0.43536952
130,0.02,7.3312984,6.9979143,"(39, 69)",0,0,True,0.48836696,0.41741747
131,0.02,7.544469,7.4576826,"(68, 69)",1,0,False,0.49710754,0.47831705
132,0.02,8.160601,8.062944,"(68, 76)",0,0,True,0.49699026,0.47560534
133,0.02,8.944136,8.451335,"(45, 76)",0,0,True,0.4858354,0.37923405
134,0.02,8.45185,8.454449,"(45, 10)",0,1,False,0.50007683,0.5006497
135,0.02,6.5764174,6.5976486,"(10, 99)",0,1,False,0.5008058,0.50530756
136,0.02,6.503492,5.758975,"(99, 9)",0,0,True,0.46964243,0.32201722
137,0.02,8.772959,7.851085,"(16, 9)",0,0,True,0.47227287,0.2845763
138,0.02,9.375667,9.379418,"(96, 16)",0,1,False,0.5001,0.50093794
139,0.02,9.13539,9.057674,"(80, 96)",0,0,True,0.49786416,0.4805808
140,0.02,9.071324,8.876986,"(21, 80)",0,0,True,0.49458614,0.45156765
141,0.02,8.194238,9.360557,"(21, 11)",0,1,False,0.5332194,0.762479
142,0.02,8.335055,8.235891,"(11, 8)",0,0,True,0.4970079,0.47522926
143,0.02,9.321967,8.515477,"(73, 8)",0,0,True,0.47739336,0.30863896
144,0.02,9.1867485,8.7709055,"(58, 73)",0,0,True,0.48842153,0.3975119
145,0.02,8.657376,8.536588,"(58, 37)",0,0,True,0.49648747,0.4698395
146,0.02,8.401331,8.345016,"(61, 37)",0,0,True,0.49831858,0.48592484
147,0.02,9.284652,8.732272,"(0, 61)",0,0,True,0.48467055,0.36531252
148,0.02,8.968324,9.368252,"(89, 0)",0,1,False,0.5109052,0.59867036
149,0.02,8.720855,8.710007,"(89, 23)",0,0,True,0.49968883,0.49728796
150,0.02,8.469729,9.398923,"(23, 27)",0,1,False,0.5260007,0.7169116
151,0.02,8.8695,9.581457,"(94, 27)",0,1,False,0.51929325,0.6708334
152,0.02,8.731425,8.553728,"(19, 94)",0,0,True,0.4948598,0.45569223
153,0.02,7.417975,6.9870834,"(57, 19)",0,0,True,0.48504376,0.39391345
154,0.02,5.9243174,6.4385095,"(57, 20)",0,1,False,0.5207959,0.62578875
155,0.02,8.64692,8.676516,"(59, 91)",0,1,False,0.5008542,0.5073983
156,0.02,8.809946,8.756209,"(91, 63)",0,0,True,0.49847046,0.48656908
157,0.02,9.189011,8.962252,"(3, 63)",0,0,True,0.49375364,0.44355193
158,0.02,9.223765,8.8555,"(54, 3)",0,0,True,0.48981526,0.40896025
159,0.02,9.019325,8.503705,"(67, 54)",0,0,True,0.48528734,0.37387693
160,0.02,8.523779,8.613156,"(93, 67)",0,1,False,0.5026077,0.5223295
161,0.02,7.8756595,8.298263,"(64, 93)",0,1,False,0.5130643,0.60410595
162,0.02,8.05961,7.272169,"(50, 64)",0,0,True,0.47431996,0.31271836
163,0.02,8.630339,8.230846,"(84, 50)",0,0,True,0.48815346,0.4014343
164,0.02,8.676988,8.333399,"(46, 84)",0,0,True,0.48990062,0.41493797
165,0.02,8.979276,9.225796,"(46, 97)",0,1,False,0.5067706,0.5613198
166,0.02,8.745681,8.946172,"(74, 97)",0,1,False,0.5056662,0.5499555
167,0.02,9.165956,9.334597,"(24, 74)",0,1,False,0.5045577,0.5420607
168,0.02,9.084674,9.304884,"(62, 24)",0,1,False,0.50598735,0.55483115
169,0.02,8.786184,9.778036,"(62, 32)",0,1,False,0.526714,0.72945356
170,0.02,8.463195,9.007147,"(32, 18)",0,1,False,0.51556784,0.63273126
171,0.02,7.828323,7.042752,"(18, 78)",0,0,True,0.47358727,0.31312042
172,0.02,7.083681,7.349006,"(78, 17)",0,1,False,0.5091918,0.56594485
173,0.02,8.396423,8.472767,"(86, 17)",0,1,False,0.50226283,0.5190766
174,0.02,8.606584,8.304567,"(86, 83)",0,0,True,0.49107048,0.42506468
175,0.02,8.621855,8.148604,"(25, 83)",0,0,True,0.48589036,0.3838472
176,0.02,8.889325,8.976744,"(44, 25)",0,1,False,0.5024465,0.52184075
177,0.02,8.824451,8.551353,"(7, 44)",0,0,True,0.49214143,0.43214667
178,0.02,8.086019,8.000393,"(7, 4)",0,0,True,0.4973386,0.47860667
179,0.02,9.300683,8.083766,"(4, 56)",0,0,True,0.46499985,0.22847944
180,0.02,8.8883295,8.147859,"(71, 56)",0,0,True,0.4782677,0.3229012
181,0.02,8.661634,9.041617,"(2, 71)",0,1,False,0.510732,0.593869
182,0.02,9.322856,9.777941,"(2, 30)",0,1,False,0.5119127,0.6118475
183,0.02,8.793962,8.945842,"(98, 30)",0,1,False,0.5042808,0.5378972
184,0.02,7.840106,8.534002,"(98, 15)",0,1,False,0.5211888,0.6668331
185,0.02,7.9844575,8.418611,"(81, 26)",0,1,False,0.5132339,0.6068649
186,0.02,9.3942375,8.429279,"(26, 5)",0,0,True,0.4729302,0.27588657
187,0.02,8.761314,9.190346,"(5, 49)",0,1,False,0.51194966,0.6056423
188,0.02,8.440856,8.482186,"(14, 49)",0,1,False,0.5012211,0.51033115
189,0.02,8.427193,9.160753,"(14, 87)",0,1,False,0.5208541,0.6755861
190,0.02,8.988641,8.736294,"(22, 87)",0,0,True,0.4928816,0.43724588
191,0.02,8.933766,8.535295,"(1, 22)",0,0,True,0.48859492,0.40167955
192,0.02,9.022491,8.490296,"(1, 79)",0,0,True,0.48480552,0.37000504
193,0.02,9.286017,8.726714,"(79, 36)",0,0,True,0.48447478,0.3637087
194,0.02,8.851243,8.876396,"(43, 36)",0,1,False,0.5007094,0.50628793
195,0.04,8.623339,8.704445,"(0, 1)",1,1,True,0.5023404,0.5202654
196,0.04,7.5619507,8.164708,"(99, 0)",0,1,False,0.51916355,0.64628696
197,0.04,8.593381,9.020745,"(2, 1)",1,1,True,0.5121313,0.6052441
198,0.04,8.875108,8.648255,"(2, 3)",1,0,False,0.49352714,0.44352892
199,0.04,8.650489,7.695209,"(3, 4)",1,0,False,0.47077888,0.27782425
200,0.04,8.643204,8.346338,"(6, 5)",1,0,False,0.4912633,0.4263239
201,0.04,8.4871435,8.7272215,"(6, 7)",1,1,True,0.5069732,0.5597329
202,0.04,8.528685,8.512089,"(8, 7)",1,0,False,0.49951306,0.49585116
203,0.04,6.973193,8.2403555,"(8, 9)",1,1,True,0.5416459,0.78025657
204,0.04,8.145229,8.473197,"(10, 11)",1,1,True,0.5098676,0.5812648
205,0.04,8.08098,8.560027,"(12, 11)",1,1,True,0.51439357,0.6175228
206,0.04,7.3386183,7.9394293,"(13, 12)",1,1,True,0.51966256,0.64584184
207,0.04,8.092255,7.8883786,"(13, 14)",1,0,False,0.4936211,0.4492068
208,0.04,9.478395,9.237761,"(15, 14)",1,0,False,0.49357143,0.44012994
209,0.04,8.976187,8.302917,"(16, 15)",1,0,False,0.4805178,0.33776498
210,0.04,9.091224,9.012513,"(16, 17)",1,0,False,0.49782613,0.48033252
211,0.04,7.15716,7.689251,"(18, 17)",1,1,True,0.5179199,0.6299707
212,0.04,8.408354,7.900995,"(18, 19)",1,0,False,0.48444578,0.3758128
213,0.04,6.886975,6.544665,"(19, 20)",1,0,False,0.48725736,0.41524845
214,0.04,8.413615,8.866895,"(21, 20)",1,1,True,0.51311535,0.6114187
215,0.04,9.134943,9.306303,"(22, 21)",1,1,True,0.5046461,0.54273546
216,0.04,8.138891,8.554237,"(23, 22)",1,1,True,0.5124406,0.60236907
217,0.04,8.464433,8.60259,"(23, 24)",1,1,True,0.50404745,0.5344844
218,0.04,8.349537,8.8684845,"(24, 25)",1,1,True,0.5150699,0.6269016
219,0.04,8.145702,8.181844,"(25, 26)",1,1,True,0.50110674,0.5090344
220,0.04,7.8743405,8.464908,"(26, 27)",1,1,True,0.518072,0.64349526
221,0.04,7.4416265,8.706156,"(27, 28)",1,1,True,0.5391549,0.7798048
222,0.04,8.645139,8.274819,"(29, 28)",1,0,False,0.48905674,0.40846384
223,0.04,9.326528,8.780135,"(29, 30)",1,0,False,0.48491183,0.36670178
224,0.04,8.410816,8.926262,"(31, 30)",1,1,True,0.5148654,0.62608224
225,0.04,8.283902,7.556993,"(32, 33)",1,0,False,0.4770559,0.32587337
226,0.04,6.8090253,7.085749,"(34, 33)",1,1,True,0.5099578,0.5687429
227,0.04,4.891078,5.4568596,"(35, 34)",1,1,True,0.52733785,0.63778925
228,0.04,7.2082977,8.233146,"(36, 35)",1,1,True,0.53318495,0.73591584
229,0.04,8.833256,9.137642,"(36, 37)",1,1,True,0.50846887,0.57551444
230,0.04,7.9672594,8.489526,"(38, 37)",1,1,True,0.51586777,0.62767756
231,0.04,8.403895,8.1207285,"(39, 38)",1,0,False,0.49143198,0.42967752
232,0.04,8.238,7.892303,"(41, 40)",1,0,False,0.48928422,0.4144263
233,0.04,7.8377295,8.160244,"(41, 42)",1,1,True,0.51007986,0.579937
234,0.04,8.265728,8.368063,"(42, 43)",1,1,True,0.50307614,0.5255614
235,0.04,8.452728,9.328389,"(43, 44)",1,1,True,0.52462333,0.70592225
236,0.04,8.514542,8.919955,"(44, 45)",1,1,True,0.5116267,0.5999876
237,0.04,8.498789,8.754055,"(46, 45)",1,1,True,0.5073978,0.5634723
238,0.04,8.656796,8.70834,"(46, 47)",1,1,True,0.5014841,0.51288295
239,0.04,8.73522,8.10237,"(48, 47)",1,0,False,0.48120725,0.3468646
240,0.04,8.849245,8.354427,"(49, 48)",1,0,False,0.48561883,0.3787593
241,0.04,8.276209,8.539622,"(50, 49)",1,1,True,0.5078323,0.5654752
242,0.04,7.4711447,8.479127,"(50, 51)",1,1,True,0.5315976,0.73262507
243,0.04,6.6204805,8.23028,"(52, 51)",1,1,True,0.5541993,0.8333835
244,0.04,8.056137,8.155842,"(53, 54)",1,1,True,0.50307506,0.52490556
245,0.04,7.919689,8.448218,"(55, 54)",1,1,True,0.5161453,0.62913996
246,0.04,8.819108,8.5958605,"(56, 55)",1,0,False,0.49359038,0.4444188
247,0.04,7.8899508,7.871914,"(56, 57)",1,0,False,0.49942786,0.4954909
248,0.04,7.6860485,8.156037,"(58, 57)",1,1,True,0.51483357,0.6153811
249,0.04,7.863732,7.5674667,"(58, 59)",1,0,False,0.49040043,0.4264707
250,0.04,8.037771,8.981412,"(59, 60)",1,1,True,0.5277229,0.7198345
251,0.04,7.6050153,8.445581,"(61, 60)",1,1,True,0.5261849,0.69858444
252,0.04,8.561268,8.890156,"(62, 61)",1,1,True,0.50942296,0.5814888
253,0.04,8.602055,8.793425,"(63, 62)",1,1,True,0.50550056,0.547697
254,0.04,8.370281,8.180486,"(63, 64)",1,0,False,0.49426627,0.45269307
255,0.04,7.584865,7.6098385,"(65, 64)",1,1,True,0.5008217,0.506243
256,0.04,8.480203,7.9095154,"(66, 65)",1,0,False,0.4825901,0.36107826
257,0.04,8.744376,7.8021784,"(67, 66)",1,0,False,0.4715289,0.2804566
258,0.04,7.848666,7.78124,"(68, 67)",1,0,False,0.49784306,0.48314986
259,0.04,6.949214,7.8512783,"(68, 69)",1,1,True,0.5304741,0.7113735
260,0.04,5.963593,7.892187,"(70, 69)",1,1,True,0.5695953,0.8730937
261,0.04,7.9958615,8.590415,"(71, 70)",1,1,True,0.51792306,0.64440924
262,0.04,9.078206,9.045011,"(72, 71)",1,0,False,0.49908417,0.49170187
263,0.04,8.689028,8.714176,"(72, 73)",1,1,True,0.5007225,0.5062868
264,0.04,8.959763,9.095275,"(73, 74)",1,1,True,0.50375277,0.53382635
265,0.04,9.223364,9.185163,"(75, 74)",1,0,False,0.4989624,0.49045083
266,0.04,8.845772,9.08651,"(75, 76)",1,1,True,0.50671244,0.55989546
267,0.04,8.753876,8.917954,"(76, 77)",1,1,True,0.50464237,0.5409279
268,0.04,9.003273,9.000121,"(78, 77)",1,0,False,0.49991244,0.499212
269,0.04,8.677334,8.687309,"(79, 78)",1,1,True,0.50028723,0.5024938
270,0.04,8.692918,9.135494,"(80, 79)",1,1,True,0.51241213,0.6088728
271,0.04,8.362,8.5173,"(80, 81)",1,1,True,0.5046003,0.53874695
272,0.04,8.275074,9.001035,"(81, 82)",1,1,True,0.5210105,0.6739183
273,0.04,8.303378,9.02726,"(83, 82)",1,1,True,0.52088445,0.67346126
274,0.04,7.890807,7.9464555,"(83, 84)",1,1,True,0.5017569,0.51390845
275,0.04,8.0982895,7.865217,"(85, 84)",1,0,False,0.4926998,0.44199428
276,0.04,8.109277,7.798539,"(85, 86)",1,0,False,0.49023315,0.42293468
277,0.04,8.965896,8.502979,"(86, 87)",1,0,False,0.48675025,0.38629422
278,0.04,7.1787343,8.004923,"(88, 87)",1,1,True,0.5272065,0.6955485
279,0.04,6.8673077,7.303578,"(88, 89)",1,1,True,0.51539314,0.60736996
280,0.04,8.229834,8.703621,"(91, 90)",1,1,True,0.5139897,0.6162798
281,0.04,8.129135,8.501281,"(92, 91)",1,1,True,0.5111887,0.59197736
282,0.04,7.93114,8.9062,"(92, 93)",1,1,True,0.52895534,0.72612697
283,0.04,8.43618,8.751234,"(93, 94)",1,1,True,0.5091653,0.5781184
284,0.04,8.407581,9.057095,"(95, 94)",1,1,True,0.51859504,0.6569007
285,0.04,7.3943,8.6700735,"(96, 95)",1,1,True,0.53970814,0.7817295
286,0.04,8.122264,8.347838,"(97, 96)",1,1,True,0.506848,0.5561557
287,0.04,8.108873,8.589401,"(98, 97)",1,1,True,0.51438856,0.61787254
288,0.04,8.2228565,8.347849,"(98, 99)",1,1,True,0.5037715,0.5312075
289,0.04,8.149721,7.946221,"(48, 65)",0,0,True,0.4936785,0.44929975
290,0.04,8.639672,8.7168045,"(48, 43)",0,1,False,0.502222,0.51927346
291,0.04,7.9705915,7.6655107,"(65, 92)",0,0,True,0.4902444,0.42431587
292,0.04,7.7531557,8.752931,"(92, 82)",0,1,False,0.53028506,0.7310143
293,0.04,8.752714,9.268905,"(42, 82)",0,1,False,0.51432145,0.6262566
294,0.04,8.706334,8.455301,"(28, 42)",0,0,True,0.49268624,0.43756932
295,0.04,9.115309,8.97865,"(28, 77)",0,0,True,0.49622363,0.46588844
296,0.04,8.711954,9.183701,"(77, 6)",0,1,False,0.5131805,0.6157971
297,0.04,8.639354,8.870982,"(72, 6)",0,1,False,0.506614,0.55764955
298,0.04,8.027342,8.774315,"(95, 72)",0,1,False,0.52222914,0.67851883
299,0.04,7.522975,8.275616,"(55, 52)",0,1,False,0.52381986,0.6797539
300,0.04,7.9083586,8.173325,"(55, 85)",0,1,False,0.50823814,0.56585664
301,0.04,8.711555,7.7131224,"(90, 85)",0,0,True,0.46960574,0.26924977
302,0.04,8.514271,7.764166,"(66, 90)",0,0,True,0.47696018,0.32079843
303,0.04,8.868317,8.439679,"(66, 29)",0,0,True,0.48761734,0.39445174
304,0.04,9.208678,8.606016,"(29, 75)",0,0,True,0.48308527,0.3537349
305,0.04,9.103242,8.447985,"(75, 41)",0,0,True,0.481333,0.34180582
306,0.04,8.773238,8.187976,"(47, 41)",0,0,True,0.48274702,0.35772267
307,0.04,7.609489,8.419583,"(51, 47)",0,1,False,0.5252695,0.6921296
308,0.04,6.756799,7.336073,"(40, 70)",0,1,False,0.520552,0.64090025
309,0.04,7.640745,8.023885,"(60, 40)",0,1,False,0.51222944,0.5946301
310,0.04,6.977033,8.961272,"(60, 38)",0,1,False,0.5622475,0.87913233
311,0.04,8.311055,8.079945,"(31, 38)",0,0,True,0.49295008,0.44247815
312,0.04,8.610307,8.38548,"(31, 12)",0,0,True,0.4933858,0.44402885
313,0.04,7.5014186,7.2828417,"(88, 12)",0,0,True,0.49260777,0.44557232
314,0.04,5.8418493,6.0763326,"(35, 13)",0,1,False,0.5098372,0.55835366
315,0.04,5.559522,5.342096,"(13, 34)",0,0,True,0.4900278,0.4458565
316,0.04,6.8090253,7.085749,"(34, 33)",1,1,True,0.5099578,0.5687429
317,0.04,7.5065536,7.160101,"(33, 53)",0,0,True,0.4881891,0.4142429
318,0.04,8.087108,7.7457047,"(53, 39)",0,0,True,0.48921847,0.4154687
319,0.04,6.721071,6.8684726,"(39, 69)",0,1,False,0.50542337,0.5367839
320,0.04,8.334292,8.53322,"(68, 76)",0,1,False,0.5058968,0.5495686
321,0.04,8.352876,8.780344,"(45, 76)",0,1,False,0.51247483,0.60526896
322,0.04,8.107651,8.254331,"(45, 10)",0,1,False,0.5044823,0.5366044
323,0.04,6.4622617,7.101408,"(10, 99)",0,1,False,0.52356094,0.65456045
324,0.04,6.4092584,7.6248918,"(99, 9)",0,1,False,0.54330987,0.77129424
325,0.04,8.023792,8.1434765,"(16, 9)",0,1,False,0.50370145,0.5298854
326,0.04,8.0077305,8.752154,"(96, 16)",0,1,False,0.5222085,0.6779625
327,0.04,8.690943,8.221949,"(80, 96)",0,0,True,0.486135,0.38485435
328,0.04,8.895941,8.829864,"(21, 80)",0,0,True,0.49813613,0.48348668
329,0.04,8.697891,9.13395,"(21, 11)",0,1,False,0.512227,0.60731953
330,0.04,8.27359,8.599921,"(11, 8)",0,1,False,0.50966996,0.58086646
331,0.04,8.386462,8.394812,"(73, 8)",0,1,False,0.5002488,0.50208735
332,0.04,8.870001,8.7578,"(58, 73)",0,0,True,0.4968175,0.47197923
333,0.04,9.037093,8.367251,"(58, 37)",0,0,True,0.48075646,0.3385323
334,0.04,7.3781915,8.66126,"(61, 37)",0,1,False,0.5399972,0.7829716
335,0.04,7.945874,8.373091,"(0, 61)",0,1,False,0.5130896,0.60520875
336,0.04,7.2793713,8.02895,"(89, 23)",0,1,False,0.5244827,0.67908686
337,0.04,8.044302,8.847553,"(94, 27)",0,1,False,0.5237763,0.69066954
338,0.04,8.761112,8.599729,"(19, 94)",0,0,True,0.4953521,0.45974144
339,0.04,6.9546885,6.677877,"(57, 19)",0,0,True,0.48984745,0.43123564
340,0.04,6.1848245,6.482645,"(57, 20)",0,1,False,0.51175535,0.57390964
341,0.04,7.9186606,8.634272,"(20, 59)",0,1,False,0.52161586,0.6716398
342,0.04,8.330815,8.705746,"(59, 91)",0,1,False,0.5110037,0.5926498
343,0.04,9.163664,8.516671,"(91, 63)",0,0,True,0.48170304,0.34366757
344,0.04,8.452777,8.773679,"(3, 63)",0,1,False,0.50931424,0.579544
345,0.04,8.609203,8.648774,"(54, 3)",0,1,False,0.50114644,0.50989145
346,0.04,8.563483,8.162207,"(67, 54)",0,0,True,0.48800418,0.40100566
347,0.04,8.418551,8.78124,"(93, 67)",0,1,False,0.5105434,0.5896912
348,0.04,7.7076783,8.331537,"(64, 93)",0,1,False,0.519448,0.6510957
349,0.04,8.064522,9.124717,"(50, 64)",0,1,False,0.5308389,0.7427278
350,0.04,8.446945,8.304948,"(84, 50)",0,0,True,0.49576175,0.46456018
351,0.04,9.116793,8.124418,"(46, 84)",0,0,True,0.47122085,0.27044335
352,0.04,8.618291,8.994025,"(46, 97)",0,1,False,0.5106668,0.59284383
353,0.04,8.716625,9.073252,"(74, 97)",0,1,False,0.5100233,0.5882236
354,0.04,8.488309,9.773928,"(24, 74)",0,1,False,0.53519887,0.7834047
355,0.04,8.839544,8.729389,"(62, 24)",0,0,True,0.49686506,0.47248903
356,0.04,8.848355,8.368953,"(62, 32)",0,0,True,0.4860779,0.3823932
357,0.04,9.186361,8.013057,"(32, 18)",0,0,True,0.46589115,0.23625821
358,0.04,7.40391,6.918811,"(18, 78)",0,0,True,0.48306537,0.38104874
359,0.04,6.9748683,7.33426,"(78, 17)",0,1,False,0.51255816,0.5888931
360,0.04,8.727473,8.456602,"(86, 17)",0,0,True,0.49211854,0.43269324
361,0.04,8.584608,8.470642,"(86, 83)",0,0,True,0.4966589,0.4715393
362,0.04,8.193629,8.603694,"(25, 83)",0,1,False,0.51220626,0.60110337
363,0.04,8.569929,9.192488,"(44, 25)",0,1,False,0.5175246,0.6508002
364,0.04,7.920488,8.712815,"(7, 44)",0,1,False,0.5238175,0.6883308
365,0.04,8.543166,8.030306,"(7, 4)",0,0,True,0.48452768,0.37452325
366,0.04,8.690109,7.8557086,"(4, 56)",0,0,True,0.47478515,0.3027154
367,0.04,8.870384,8.409755,"(71, 56)",0,0,True,0.48667175,0.3868365
368,0.04,8.806138,9.279777,"(2, 71)",0,1,False,0.5130942,0.61624455
369,0.04,8.7436905,9.6507435,"(2, 30)",0,1,False,0.52465564,0.71239674
370,0.04,8.430715,8.37953,"(98, 30)",0,0,True,0.49847755,0.48720664
371,0.04,8.543958,8.656298,"(98, 15)",0,1,False,0.5032657,0.5280555
372,0.04,8.715483,8.874589,"(15, 81)",0,1,False,0.5045226,0.5396928
373,0.04,8.737824,8.419006,"(81, 26)",0,0,True,0.4907087,0.4209638
374,0.04,8.327357,8.151891,"(26, 5)",0,0,True,0.4946761,0.4562456
375,0.04,8.6083555,8.283222,"(5, 49)",0,0,True,0.49037588,0.41942525
376,0.04,9.322606,8.831343,"(14, 49)",0,0,True,0.4864695,0.379596
377,0.04,8.954645,8.408833,"(14, 87)",0,0,True,0.48428276,0.36683646
378,0.04,8.936179,8.455108,"(22, 87)",0,0,True,0.4861692,0.38199916
379,0.04,9.550088,8.495665,"(1, 22)",0,0,True,0.47078472,0.25837657
380,0.04,9.337761,9.078635,"(1, 79)",0,0,True,0.4929648,0.43557864
381,0.04,8.739963,9.628614,"(79, 36)",0,1,False,0.5241895,0.7086119
382,0.04,8.860343,9.242656,"(43, 36)",0,1,False,0.5105594,0.59443086
383,0.06,9.10631,7.796898,"(0, 1)",1,0,False,0.46126735,0.21258526
384,0.06,8.572636,8.958595,"(2, 1)",1,1,True,0.5110078,0.59530973
385,0.06,9.379566,8.810634,"(2, 3)",1,0,False,0.48436153,0.36148316
386,0.06,8.695009,8.684187,"(3, 4)",1,0,False,0.49968866,0.49729446
387,0.06,8.313809,8.709481,"(4, 5)",1,1,True,0.5116215,0.59764737
388,0.06,8.577164,8.365616,"(6, 5)",1,0,False,0.49375698,0.44730937
389,0.06,8.176604,8.302867,"(6, 7)",1,1,True,0.5038309,0.5315238
390,0.06,8.516098,8.628416,"(8, 7)",1,1,True,0.5032756,0.52805
391,0.06,7.4197717,7.2701807,"(8, 9)",1,0,False,0.49490842,0.46267185
392,0.06,5.4322476,5.5990424,"(9, 10)",1,1,True,0.5075601,0.54160225
393,0.06,7.625357,8.100717,"(10, 11)",1,1,True,0.5151137,0.6166515
394,0.06,7.179452,8.714334,"(12, 11)",1,1,True,0.54828554,0.8227194
395,0.06,6.5308533,7.278926,"(13, 12)",1,1,True,0.52708495,0.67875856
396,0.06,7.906844,8.089925,"(13, 14)",1,1,True,0.5057224,0.54564273
397,0.06,8.09247,8.937517,"(15, 14)",1,1,True,0.52481055,0.6995271
398,0.06,7.8260856,8.506503,"(16, 15)",1,1,True,0.52083004,0.6638319
399,0.06,8.399352,7.86092,"(16, 17)",1,0,False,0.48344335,0.3685524
400,0.06,6.9003534,7.0262218,"(18, 17)",1,1,True,0.504519,0.53142565
401,0.06,8.300547,8.519241,"(18, 19)",1,1,True,0.5065011,0.55445683
402,0.06,7.132306,6.6386876,"(19, 20)",1,0,False,0.48207757,0.3790415
403,0.06,8.778435,8.164963,"(21, 20)",1,0,False,0.48189643,0.35126764
404,0.06,9.233015,8.417482,"(22, 21)",1,0,False,0.47689775,0.30671278
405,0.06,8.882163,8.273075,"(23, 22)",1,0,False,0.48224774,0.3522673
406,0.06,8.256162,8.527924,"(23, 24)",1,1,True,0.5080958,0.5675254
407,0.06,8.866459,8.614926,"(24, 25)",1,0,False,0.4928057,0.43744633
408,0.06,8.771218,9.172583,"(25, 26)",1,1,True,0.5111839,0.5990154
409,0.06,8.811325,9.33507,"(26, 27)",1,1,True,0.51443106,0.6280229
410,0.06,8.519237,9.298029,"(27, 28)",1,1,True,0.521855,0.6854198
411,0.06,8.995546,8.591199,"(29, 28)",1,0,False,0.4885042,0.40026832
412,0.06,8.622418,8.207728,"(29, 30)",1,0,False,0.4876801,0.39778805
413,0.06,8.341837,8.584597,"(31, 32)",1,1,True,0.50717103,0.5603937
414,0.06,8.165005,8.057978,"(32, 33)",1,0,False,0.49670136,0.47326878
415,0.06,6.8106823,6.796139,"(34, 33)",1,0,False,0.49946558,0.49636415
416,0.06,5.9398065,5.535714,"(35, 34)",1,0,False,0.48239332,0.40032953
417,0.06,7.993737,8.211163,"(36, 35)",1,1,True,0.5067086,0.5541432
418,0.06,8.699984,8.242873,"(36, 37)",1,0,False,0.48651022,0.38767156
419,0.06,7.749083,6.615125,"(39, 38)",1,0,False,0.46052834,0.24343143
420,0.06,7.9444914,7.715753,"(40, 39)",1,0,False,0.49269682,0.44306344
421,0.06,8.293237,7.8137217,"(41, 40)",1,0,False,0.48511463,0.38236663
422,0.06,8.835195,7.8744574,"(42, 43)",1,0,False,0.471252,0.27673063
423,0.06,8.817436,9.38806,"(43, 44)",1,1,True,0.51567173,0.638907
424,0.06,8.782727,8.963573,"(44, 45)",1,1,True,0.5050953,0.54508877
425,0.06,8.579804,7.9688773,"(46, 45)",1,0,False,0.4815415,0.35184777
426,0.06,7.898835,8.529983,"(46, 47)",1,1,True,0.51920855,0.65274966
427,0.06,8.664413,8.905747,"(48, 47)",1,1,True,0.5068677,0.5600424
428,0.06,8.910237,8.8375435,"(49, 48)",1,0,False,0.49795204,0.48183453
429,0.06,8.398135,9.237226,"(50, 49)",1,1,True,0.52379,0.69827366
430,0.06,8.492953,8.651539,"(50, 51)",1,1,True,0.50462496,0.5395635
431,0.06,8.473144,8.062318,"(52, 51)",1,0,False,0.48757744,0.39871418
432,0.06,8.573677,7.763809,"(52, 53)",1,0,False,0.47521442,0.30791864
433,0.06,8.215813,8.499538,"(53, 54)",1,1,True,0.508487,0.57045937
434,0.06,7.732638,8.796795,"(55, 54)",1,1,True,0.5321898,0.74348414
435,0.06,8.677943,9.085449,"(56, 55)",1,1,True,0.5114704,0.60048974
436,0.06,7.9275146,8.734109,"(56, 57)",1,1,True,0.52420515,0.6913833
437,0.06,7.753958,8.1865,"(58, 57)",1,1,True,0.5135674,0.60648036
438,0.06,8.539488,7.961443,"(58, 59)",1,0,False,0.48248446,0.35938263
439,0.06,7.6531563,8.712396,"(59, 60)",1,1,True,0.53236187,0.7425451
440,0.06,7.9752154,8.876242,"(61, 60)",1,1,True,0.52673435,0.71116036
441,0.06,8.89211,8.794998,"(62, 61)",1,0,False,0.49725473,0.47574118
442,0.06,9.57215,8.089856,"(63, 62)",1,0,False,0.45803723,0.18508117
443,0.06,7.9652767,8.202307,"(63, 64)",1,1,True,0.5073304,0.55898166
444,0.06,7.6172333,7.340527,"(65, 64)",1,0,False,0.4907504,0.43126148
445,0.06,8.367984,8.178415,"(66, 65)",1,0,False,0.4942716,0.4527493
446,0.06,8.249781,8.320333,"(67, 66)",1,1,True,0.5021289,0.5176307
447,0.06,7.497504,7.8798494,"(68, 67)",1,1,True,0.51243204,0.5944386
448,0.06,6.39869,6.7569847,"(68, 69)",1,1,True,0.51361746,0.5886275
449,0.06,7.102229,6.168066,"(70, 69)",1,0,False,0.46480247,0.2820809
