,walk_length,edge,correct,layer,distance,ground_truth_aprx,likelihood_metric,score
347,6,"(56, 57)",False,d_G,2.4851525,1,inverse,0.46781892
348,6,"(57, 58)",True,d_G,2.0388563,1,inverse,0.50601786
349,6,"(60, 59)",True,d_G,1.8558815,1,inverse,0.51853186
350,6,"(60, 61)",True,d_G,1.8044255,1,inverse,0.51745284
351,6,"(65, 64)",True,d_G,1.1564556,1,inverse,0.6240866
352,6,"(68, 69)",True,d_G,1.9872242,1,inverse,0.52806085
353,6,"(70, 69)",True,d_G,1.682329,1,inverse,0.5844572
354,6,"(71, 70)",True,d_G,1.7583613,1,inverse,0.53626883
355,6,"(72, 71)",False,d_G,2.2456062,1,inverse,0.49036637
356,6,"(73, 74)",True,d_G,1.9357877,1,inverse,0.52538705
357,6,"(74, 75)",True,d_G,1.9091315,1,inverse,0.5200579
358,6,"(76, 75)",True,d_G,1.3664476,1,inverse,0.6209646
359,6,"(76, 77)",True,d_G,1.2854149,1,inverse,0.63164663
360,6,"(77, 78)",True,d_G,1.8216252,1,inverse,0.58205134
361,6,"(79, 78)",True,d_G,1.890117,1,inverse,0.5257083
362,6,"(80, 81)",True,d_G,1.8127913,1,inverse,0.533372
363,6,"(82, 81)",True,d_G,1.734277,1,inverse,0.58330643
364,6,"(83, 82)",True,d_G,1.658575,1,inverse,0.5542645
365,6,"(83, 84)",True,d_G,1.4870508,1,inverse,0.61941797
366,6,"(85, 84)",True,d_G,1.6288631,1,inverse,0.61854726
367,6,"(86, 85)",True,d_G,2.134591,1,inverse,0.52488476
368,6,"(86, 87)",True,d_G,1.838312,1,inverse,0.56658465
369,6,"(88, 87)",True,d_G,1.9329906,1,inverse,0.5551229
370,6,"(88, 89)",True,d_G,1.938216,1,inverse,0.52549064
371,6,"(92, 91)",True,d_G,1.6998184,1,inverse,0.57932866
372,6,"(92, 93)",True,d_G,2.2637496,1,inverse,0.5219529
373,6,"(94, 93)",True,d_G,1.5411247,1,inverse,0.61751366
374,6,"(95, 94)",True,d_G,1.6087186,1,inverse,0.55608106
375,6,"(96, 97)",False,d_G,2.2698004,1,inverse,0.47312102
376,6,"(98, 99)",True,d_G,1.9169968,1,inverse,0.52946705
377,6,"(78, 74)",False,d_G,1.9660928,0,inverse,0.56664485
378,6,"(72, 74)",False,d_G,1.5067389,0,inverse,0.5646546
379,6,"(91, 8)",False,d_G,1.881924,0,inverse,0.52632797
380,6,"(5, 98)",True,d_G,1.9264503,0,inverse,0.492675
381,6,"(98, 27)",False,d_G,1.7812994,0,inverse,0.5514087
382,6,"(95, 3)",False,d_G,1.2652087,0,inverse,0.5935967
